Response_ID,TS,Time_Taken,Q3,Q3_O,Q4,Q5,Q6,Q7,Q8A1,Q8A2,Q8A3,Q8A4,Q8A5,Q8A6,Q8A7,Q8A8,Q8A9,Q8_O,Q9R1,Q9R2,Q9R3,Q9R4,Q9R5,Q10R1,Q10R2,Q10R3,Q10R4,Q10R5,Q11,Q12,Q13,Q14,Q15,Q16,Q17
1608649268,12/14/2020 11:42:15,440,Other, ,MULTIPLE,Less than 6 months,As a significant community resource-listening to the needs of the residents and then meeting those needs in various ways,The CSW brings huge value-knows and understands the issues of the area,Collaborate with other partners and/or residents to identify,Connect clients/residents to CSW initiatives,Lead neighbourhood initiative(s) (supported by the CSW),Provide expertise to local initiatives, , , ,Work to address specific local issues, , ,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,No, ,Less than 1 year,Yes,"The CSW continues to provide great value to the community due to her diligent work, creative problem solving and collaborative efforts",Satisfied, 
1608648374,12/11/2020 10:57:07,645,Church, ,MULTIPLE,More than 3 years,The DOV social worker has been a friend and colleague.  We have worked together an a few initiatives over the year and I truly value that partnership.,Our CSW is present in the community and has a good sense of the pulse of things.  This is a great asset in deciding what program are most needful and will be most effective.  In some cases financial assistance was available for some endeavors and this is a big morale boost.,Collaborate with other partners and/or residents to identify, ,Lead neighbourhood initiative(s) (supported by the CSW), ,"Provide resources (funding, space, etc.) for local initiativ",Provide services,Support a specific initiative identified by the CSW,Work to address specific local issues, , ,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No, ,More than 2 years,Yes,"Social work is a bit difficult to measure, however, when working with families it makes a big difference to a child growing up.  When that neighbourhood is a safer and more supportive community because of social work, then that impact can last years and be multiplied as that child grows up and potentially gives back.",Very Satisfied, 
1608648453,12/11/2020 12:15:31,597,Community Association, ,PEN,More than 3 years,I dont know. Sends out a newsletter.,"No idea. Is trying to plan an online workshop for residents after much asking, so that is good I guess.",Collaborate with other partners and/or residents to identify, , ,Provide expertise to local initiatives,"Provide resources (funding, space, etc.) for local initiativ",Provide services, ,Work to address specific local issues,Other,"Provide advocacy, vibrancy, and programs and services to our community.",Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Do Not Agree or Disagree,Yes,"Trying to offer online activities for our community. It has been like pulling teeth to get this set up. It is so unfortunate to see what is happening in ABB with their social worker, compared to what is happening in our community - which is nothing from as far as I can tell.",More than 2 years,No,There is no current impact that I can see. She has not built the foundation or relationship needed with residents to make a lasting impact.,Very Dissatisfied,"I cant believe our CSW has only one community and is paid what she is. I dont see the value in what my tax dollars are paying for.  As far as we can tell she doesnt do anything. She says she door knocks and drops flyers, but we have yet to see it. There has to be better use of funds because the value of this program is not there with our current CSW."
1608687372,12/28/2020 15:44:53,186,School, ,PIN,More than 3 years,Community advocate,Connections and resources for community members.,Collaborate with other partners and/or residents to identify,Connect clients/residents to CSW initiatives, ,Provide expertise to local initiatives,"Provide resources (funding, space, etc.) for local initiativ",Provide services,Support a specific initiative identified by the CSW,Work to address specific local issues, , ,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Yes,Providing resources and information.,1 to 2 years,Yes, ,Satisfied, 
1608648326,12/11/2020 09:43:55,439,School, ,PIN,More than 3 years,"liaison between all groups within the community, a touchstone if you will.  They have been great resources as well. Are able to procure services/items that as a community member we have no access to","I think PIN is very lucky to have such a great CSW. As I said, they have been amazing resources for information plus facilitating meetings with groups who probably would never have gotten together.",Collaborate with other partners and/or residents to identify, , , ,"Provide resources (funding, space, etc.) for local initiativ", ,Support a specific initiative identified by the CSW,Work to address specific local issues, , ,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,It was through the CSW that we were able to have the community facebook page be a resource for information for residents,More than 2 years,Yes,Fostering collaboration and a sense of community goes a long way in positively impacting the neighborhood,Very Satisfied, 
1608648262,12/11/2020 08:39:47,341,School, ,PIN,More than 3 years,Facilitator of the community. Provides opportunities and resources to improve outcomes for residents of the community.,"Great possibilities for equity, to improve our society in general.",Collaborate with other partners and/or residents to identify,Connect clients/residents to CSW initiatives,Lead neighbourhood initiative(s) (supported by the CSW), ,"Provide resources (funding, space, etc.) for local initiativ", , ,Work to address specific local issues, , ,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Yes,food programminglearning opportunities for families,More than 2 years,Yes,This community needs additional supports in order to thrive and come back from the brink of dysfunction.,Satisfied,The CSW is amazing. Shes only 1 amazing person and her time and efforts are stretched. We could use more support like this.
1608687508,12/29/2020 11:04:18,453,Community Association, ,PIN,More than 3 years,Vital.,CSW provides the necessary service to bring all parties together.  They are especially valuable to helping with those less fortunate., ,Connect clients/residents to CSW initiatives, , ,"Provide resources (funding, space, etc.) for local initiativ", ,Support a specific initiative identified by the CSW, , , ,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No, ,More than 2 years,Yes,The work of the CSW is vital in our area as it has helped foster relationships amongst not only the community organizations but also the residents.,Satisfied,Not at this time.
1608675205,12/17/2020 17:14:52,289,City of Calgary Business Unit, ,MULTIPLE,1 to 3 years,"To assist individuals in the neighbourhood who may not have access to the necessities of life (basic needs, social, access to services, etc.)",They are a touch point for people who may not know who to contact otherwise.,Collaborate with other partners and/or residents to identify,Connect clients/residents to CSW initiatives, , ,"Provide resources (funding, space, etc.) for local initiativ", ,Support a specific initiative identified by the CSW, , , ,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Not Applicable,Agree,Agree,No, ,Unsure/Not Applicable,Yes, ,Satisfied, 
1608648428,12/11/2020 11:35:59,230,Church, ,ALB,More than 3 years,Awesomeness,Everything.,Collaborate with other partners and/or residents to identify,Connect clients/residents to CSW initiatives, ,Provide expertise to local initiatives,"Provide resources (funding, space, etc.) for local initiativ", ,Support a specific initiative identified by the CSW,Work to address specific local issues, , ,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No, ,More than 2 years,Yes, ,Very Satisfied, 
1608687842,12/31/2020 10:29:03,195,School, ,MULTIPLE,More than 3 years,Vital - but not always able to do what is needed due to job restrictions not individual capacity., ,Collaborate with other partners and/or residents to identify,Connect clients/residents to CSW initiatives, , , , , , , , ,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Positive,Unsure/Not Applicable,Yes,There will always be need.,Very Satisfied,None.
1608649292,12/14/2020 12:01:57,879,Service provider, ,MULTIPLE,1 to 3 years,"As far as we know, we dont have a community social worker in the Ogden area. I have worked a little with a CSW from the Manchester area, she has reached out to me for residents of her neighborhood who are looking for resources.",I havent worked enough with any CSWs within the area to give an opinion on the value they bring.,Collaborate with other partners and/or residents to identify,Connect clients/residents to CSW initiatives, , , ,Provide services, ,Work to address specific local issues, , ,Do Not Agree or Disagree,Do Not Agree or Disagree,Do Not Agree or Disagree,Do Not Agree or Disagree,Do Not Agree or Disagree,Do Not Agree or Disagree,Do Not Agree or Disagree,Do Not Agree or Disagree,Do Not Agree or Disagree,Do Not Agree or Disagree,No, ,Unsure/Not Applicable,Yes,"Im unsure as I have not worked with a CSW in the Ogden/SE area. There have been a few emails between me and a CSW from Manchester, however Im unsure what exactly her role is in helping community residents.",Satisfied, 
1608648103,12/10/2020 20:24:41,388,Service provider, ,SPR,1 to 3 years,She is integral to the community and my go to person for any questions about community programming or supports,She supports all of the residents and community partners to ensure services are coordinated and residents have their needs bet. Her work is invaluable., ,Connect clients/residents to CSW initiatives, ,Provide expertise to local initiatives,"Provide resources (funding, space, etc.) for local initiativ",Provide services,Support a specific initiative identified by the CSW, , , ,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,No, ,More than 2 years,Yes,She is invested in the population in this community and really does her best to meet there needs. I can reach out to her if I am concerned about one of my clients and if I feel they need her support.,Very Satisfied,None. Im happy to have her and I know her work makes an significant impact.
1608648325,12/11/2020 09:43:00,236,Service provider, ,MULTIPLE,6 months to under a year, , , , , , , ,Provide services, , , , ,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,No, ,Unsure/Not Applicable,Yes, ,Satisfied, 
1608649548,12/14/2020 16:05:33,909,Service provider, ,MULTIPLE,More than 3 years,"Visible, accessible, and regularly shares information using established channels.","Knowledge, support, perspective, direct contact with many community members.",Collaborate with other partners and/or residents to identify, , , ,"Provide resources (funding, space, etc.) for local initiativ",Provide services,Support a specific initiative identified by the CSW, , , ,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No, ,More than 2 years,Yes,"Presence, responsiveness, connecting community members with appropriate referrals.",Very Satisfied,"The social workers I have encountered in the current community I work in (and previously) are amazing - knowledgeable, experienced, commitment to ongoing professional learning, empathy, and passion."
1608687868,12/31/2020 14:07:59,1806,City of Calgary Business Unit, ,SPR,6 months to under a year,Collaborate with agencies to respond to needs in the community. To mobilize the residents of the community to find/create their own supportive network.,"Tremendous value. The neighbourhood has a wide range of residents varying from families to elderly singles, from people with financial wealth to people living in subsidies housing, which means the needs varies. The CSW has proven to have a deep knowledge about the various needs and how to navigate these in collaboration with multiple agencies.",Collaborate with other partners and/or residents to identify,Connect clients/residents to CSW initiatives, , ,"Provide resources (funding, space, etc.) for local initiativ",Provide services, , , , ,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,We partnered in assessing and delivering giftcards and activity kits. As I was new to the community I received input from CSW on families that might need extra support during these times. We also partnered in opening the community garden while keeping to Covid regulations.,Unsure/Not Applicable,Yes,"I believe the efforts will have a long term impact because the CSW has managed to established a trusting relationship with the residents as well as between residents and agencies. The CSW have inspired and motivated agencies to collaborate to problem solve, as well as motivated residents to be part of their community.",Very Satisfied, 
1608687629,12/29/2020 22:04:42,1622,Other,Hub - Family Resource Network,SPR,6 months to under a year,"works with community members (singles, families, elderly etc), identifies needs within the community and assists/supports with connecting with resources.","the CSW build a rapport and relationship with community members and collaborated with professionals to assess the needs, prioritized supports and provided appropriate resources. I would have not been able to connect with families and/or other professionals without the help of the CSW",Collaborate with other partners and/or residents to identify,Connect clients/residents to CSW initiatives, , ,"Provide resources (funding, space, etc.) for local initiativ",Provide services,Support a specific initiative identified by the CSW,Work to address specific local issues, , ,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,"The Calgary West Hub Family Resource Network connect with CSW in March 2020 and was able to connect and offer supports to families (parents/caregivers with children newborn to 18yrs of age) with child development, parenting/caregiving capacity and social connects such as counselling, parenting courses (virtually), home visitation, basic needs etc",More than 2 years,Yes,"CSW connected directly with community members, built a relationship, assessed needs and provided support/connections and resources. The worker took initiative in collaborating with other professionals on a monthly basis to address challenges and/or the needs of the community.",Very Satisfied, 
1608687755,12/30/2020 16:12:58,583,City of Calgary Business Unit, ,SPR,1 to 3 years,"The connector between agencies, residents and the broader community.","The connections provided by the CSW brings much needed and valued resources to the community. The CSW also connects the players/agencies in the community so that work to make the community a great place to live, work and play is furthered.",Collaborate with other partners and/or residents to identify, ,Lead neighbourhood initiative(s) (supported by the CSW),Provide expertise to local initiatives,"Provide resources (funding, space, etc.) for local initiativ", ,Support a specific initiative identified by the CSW,Work to address specific local issues,Other,NPC to local community association,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,A variety of kits were prepared for the children in the neighbourhood for both summer and Christmas. The kits were very well received by residents.,More than 2 years,Yes,The connections made have enabled each organization to further their own goals in the neighbourhood.,Very Satisfied,"The CSW I work with, has consistently shown a wealth of enthusiasm to support the community at large and the individual residents. She is an inspiration to everyone who meets her."
1608681255,12/21/2020 17:16:52,363,Service club, ,SPR,More than 3 years,Connector,They connect people and services in order to help to solve social issues with their clients, , , , , ,Provide services, , , , ,Strongly Agree,Agree,Agree,Agree,Do Not Agree or Disagree,Agree,Agree,Do Not Agree or Disagree,Do Not Agree or Disagree,Agree,No, ,More than 2 years,Yes,People in the community always reference past CSWs...you wont see the impact until people have grown and moved on.,Satisfied,Please keep in mind that community service organizations have a mandate that they follow...it is part of the societies act. Asking organizations to provide service outside of the mandate on the organization is problematic.
1608687428,12/28/2020 19:59:58,983,Community Association, ,SPR,1 to 3 years,resources to sponsor programing for 100% deep subsidy social housing site,contact point for other soical agencies who might bring services to the community,Collaborate with other partners and/or residents to identify, , , , , ,Support a specific initiative identified by the CSW,Work to address specific local issues, , ,Do Not Agree or Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Do Not Agree or Disagree,Disagree,Strongly Agree,Strongly Agree,Yes, engagement kits,More than 2 years,Yes,with a structure ( built environment) that assigns the community a 20 to 30%  of   total residents population to those living in poverty - the need will never diminish unless the housing model moves to a progress in place model for those living  at the affordable housing sites  ( tiered rent structure so it does not force people to move out and find a different site that offers the middle and near market options),Very Dissatisfied,"The city managed social  housing sites tend to perhaps unfairly be given priority of the CSW time, when other sites residents also offering social housing  - covid seems to have created a whole new group of residents  that have never in the past sought out /needed support."
1608648575,12/11/2020 14:36:40,2744,City of Calgary Business Unit, ,MULTIPLE,More than 3 years,"Supportive, engaging, resourceful, essential, best form of communication, coordinating agency support, amazing!!!","Essential to our success!Supportive, engaging, resourceful, essential, best form of communication, coordinating agency support, amazing!!!",Collaborate with other partners and/or residents to identify,Connect clients/residents to CSW initiatives,Lead neighbourhood initiative(s) (supported by the CSW),Provide expertise to local initiatives,"Provide resources (funding, space, etc.) for local initiativ",Provide services,Support a specific initiative identified by the CSW,Work to address specific local issues, , ,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,I work to support the needs of Calgary housing kids and design programs.   The CSW in 2 of my communities have help to advocate for the community and have me expend my age range to address identified gaps.  They are also a great link to families and support the marketing and success of my programs.,More than 2 years,Yes,The relationships that they build and the insights they have are essential to the success of the community,Very Satisfied, 
1608648358,12/11/2020 10:30:35,1039,Church, ,MULTIPLE,1 to 3 years,"Our CSW encourages the community individuals, businesses and organizations to work together to make our neighbourhood a better place to live and work.  She hooks people together and helps organize activities and programs.  She encourages others to lead and shows how to lead.",The value is not measurable.  Having a person in this role creates opportunities that are important to improving the lives of individuals that live and work in the area.,Collaborate with other partners and/or residents to identify,Connect clients/residents to CSW initiatives,Lead neighbourhood initiative(s) (supported by the CSW), ,"Provide resources (funding, space, etc.) for local initiativ",Provide services, ,Work to address specific local issues, , ,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,We provided care packages to socially isolated members of the community because our plans for meeting in person were not possible.,More than 2 years,Yes,"As a church, we have many different supports that we focus on and it is difficult to stay in touch and keep track of community issues.  Having a person to contact that is aware of the community needs makes it easier to focus our resources.  It gives us confidence that the CSW knows that we can be contacted as needs arise or as new initiatives begin.  There is less chance that duplication of community programs will occur.  Different agencies and programs can check in with the CSW to be aware if new initiatives have been tried elsewhere or if there are already resources in place.",Satisfied,Covid 19 made it much more difficult to do work in the community.  The CSW program was able to quickly adjust and provide essential services to the community in a time of crisis.
1608648550,12/11/2020 14:11:33,495,Service provider, ,MULTIPLE,6 months to under a year,"They are a connector - both of surrounding/neighbouring social service agencies and people/community/clients, but also with artists and other specialized contractors to the general public through programming, awareness building, and collaborating.","Cheer, understanding, bridge builder",Collaborate with other partners and/or residents to identify, , , ,"Provide resources (funding, space, etc.) for local initiativ",Provide services, ,Work to address specific local issues, , ,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Do Not Agree or Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,We worked together on the Youth Collaborative meetings which is a gathering of several agencies who serve youth within the GFL area.,Unsure/Not Applicable,Yes,"If they are allowed the freedom to bring forward what the grassroots community is asking for, they will have great success through the building of those relationships and connections. Collaboration is key!",Very Satisfied,Thank you for continuing to support/fund these roles!
1608667098,12/16/2020 12:36:30,370,School, ,GRV,More than 3 years,"We connect about 5-8 times a year. We are provided with information about community events, a CSW person meets with families about 1-2 times a year.",We are able to connect families with community events and opportunities. Several parents find this very valuable because they were not aware or connected to community happenings., ,Connect clients/residents to CSW initiatives, , , , , , , , ,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Do Not Agree or Disagree,Agree,Strongly Agree,No, ,Unsure/Not Applicable,Yes,Programs are offered to youth and children at low or no cost. This keeps children engaged in positive opportunities and builds community.,Satisfied, 
1608648370,12/11/2020 10:48:02,511,Service provider, ,GRV,6 months to under a year,"Connector between families, organizations, non profits, businesses, schools and City of Calgary run operations","They have brought connections between non profit and for profit businesses, helping us to gain access to spaces within the community to run programming as well as helping us connect to families we may not have been able to reach",Collaborate with other partners and/or residents to identify,Connect clients/residents to CSW initiatives, , , ,Provide services, ,Work to address specific local issues, , ,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,No, ,More than 2 years,Yes, ,Very Satisfied, 
1608687397,12/28/2020 16:47:57,1547,Church, ,GRV,Less than 6 months, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1608687408,12/28/2020 17:27:17,2692,Church, ,GRV,Less than 6 months,CSW was a valuable resource regarding available supports and needs in the THO/GRV area.  She is a great liason between different agencies and is very knowledgeable about the residents and needs of the communities.,"CSW connects members in the community through the many programs and supports she is aware of, which she advertises to community members. Her personal relationships with people in the communities allow for a great understanding of the direct needs of the community. The great amount of information she is able to collect and process about the community is very helpful for organizations working towards similar goals of support for the community. She was able to give direction and guidance as to where our churchs help would be needed - giving good advice as to where we should use our resources. She is able to relay her information in a thorough and clear manner. This communication was very valuable for me in my role this year.",Collaborate with other partners and/or residents to identify, ,Lead neighbourhood initiative(s) (supported by the CSW), ,"Provide resources (funding, space, etc.) for local initiativ",Provide services, , , , ,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,No, ,More than 2 years,Yes,"CSW has made lasting relationships with the people in the community, and provided them with the knowledge of how to access resources available to them.  This helps ensure sustainability for the future.",Very Satisfied,"CSW has great people skills.  She is very friendly, approachable, and knowledgeable in her role."
1608649094,12/14/2020 09:14:44,811,Community Association, ,GRV,1 to 3 years,"The CSWs role in our area appears to be learning what the needs of the community are, and then connecting with various organizations to attempt to fulfil these needs with resources that are primarily provided by these organizations.","The CSW provides small scale opportunities for people to connect and learn together, as well as help those by providing direction to those who need to be connected to organizations.",Collaborate with other partners and/or residents to identify,Connect clients/residents to CSW initiatives,Lead neighbourhood initiative(s) (supported by the CSW),Provide expertise to local initiatives,"Provide resources (funding, space, etc.) for local initiativ",Provide services,Support a specific initiative identified by the CSW,Work to address specific local issues, , ,Agree,Do Not Agree or Disagree,Agree,Strongly Agree,Do Not Agree or Disagree,Do Not Agree or Disagree,Agree,Disagree,Do Not Agree or Disagree,Agree,No, ,More than 2 years,Yes,"It is difficult to see the impacts that the CSW has on the community, as her work is largely done with families one-on-one, and has little bearing on big picture outcomes. This is important work, and gets regularly overlooked because of the the aforementioned.",Satisfied, 
1608648328,12/11/2020 09:48:05,71,Business, ,GRV,More than 3 years, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1608687572,12/29/2020 15:26:30,451,Service provider, ,DOV,1 to 3 years,As a connector and someone who involves members of the community and organizations in what is happening in the community.,"They are the people who have their fingers on the pulse of the community.  They talk to those who may not be receiving services, service providers and puts the 2 together to hopefully provide services to those who need them.",Collaborate with other partners and/or residents to identify,Connect clients/residents to CSW initiatives, , ,"Provide resources (funding, space, etc.) for local initiativ",Provide services,Support a specific initiative identified by the CSW,Work to address specific local issues, , ,Agree,Agree,Agree,Agree,Agree,Agree,Do Not Agree or Disagree,Not Applicable,Do Not Agree or Disagree,Do Not Agree or Disagree,No, ,More than 2 years,Yes,They connect the people with the resources.  This helps people understand what is out in the community and how to access it.,Neutral, 
1608667210,12/16/2020 13:41:37,38,Service provider, ,MAN,1 to 3 years, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1608688266,01/03/2021 19:48:28,590,Church, ,MAN,6 months to under a year,"CSW is very competent, caring and focused on deliver a wonderful service for her customers. Shes very diligent on the work she does and Im sure shes very accountable to serve her clients by trying to reaching or exceeding their needs. Shes very good and easy to work with. Im looking forward to resume this partnership in 2021 and also looking forward for the exciting projects were going to deliver in this region.",Shes is instrumental in putting the community together. By doing that we can only benefit of the partnership developed by the work she does,Collaborate with other partners and/or residents to identify, ,Lead neighbourhood initiative(s) (supported by the CSW),Provide expertise to local initiatives,"Provide resources (funding, space, etc.) for local initiativ",Provide services, ,Work to address specific local issues, , ,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,The church was able to provide some resources in order to easy the burden of the community,More than 2 years,Yes,I think the work CSW does will help our community bond together and be able to discuss the issues of our neighbourhood. By doing so we will all benefit from it,Very Satisfied,Its amazing to see how the City through the Community Social Worker gets involved in the life of local residents and is able to address their local needs.
